image,name of stamp,price,day,month,year,class
dataset/images\331.jpg,Auroville,5,25,2,2018.0,331
dataset/images\332.jpg,Biju Patnaik,5,5,3,2018.0,332
dataset/images\333.jpg,Joint Issue of India-Islamic Republic of Iran,25,17,2,2018.0,333
dataset/images\334.jpg,Joint Issue of India-Islamic Republic of Iran,5,17,2,2018.0,334
dataset/images\335.jpg,Dr Talimeren,5,28,1,2018.0,335
dataset/images\336.jpg,Potter's Wheel,15,26,1,2018.0,336
dataset/images\337.jpg,Potter's Wheel,5,26,1,2018.0,337
dataset/images\338.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,338
dataset/images\339.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,339
dataset/images\340.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,340
dataset/images\341.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,341
dataset/images\342.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,342
dataset/images\343.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,343
dataset/images\344.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,344
dataset/images\345.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,345
dataset/images\346.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,346
dataset/images\347.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,347
dataset/images\348.jpg,ASEAN India Commemorative Summit 2018,5,25,1,2018.0,348
dataset/images\349.jpg,India - Viet Nam: Joint Issue,25,25,1,2018.0,349
dataset/images\350.jpg,India - Viet Nam: Joint Issue,5,25,1,2018.0,350
dataset/images\351.jpg,ICAR- Central Plantation Crops Research Institute,15,8,2018,,351
dataset/images\352.jpg,ICAR- Central Plantation Crops Research Institute,5,8,2018,,352
dataset/images\353.jpg,Justice Meher Chand Mahajan,5,31,12,2017.0,353
dataset/images\354.jpg,INDIAN HAND FAN,15,30,12,2017.0,354
dataset/images\355.jpg,INDIAN HAND FAN,15,30,12,2017.0,355
dataset/images\356.jpg,INDIAN HAND FAN,15,30,12,2017.0,356
dataset/images\357.jpg,INDIAN HAND FAN,15,30,12,2017.0,357
dataset/images\358.jpg,INDIAN HAND FAN,15,30,12,2017.0,358
dataset/images\359.jpg,INDIAN HAND FAN,15,30,12,2017.0,359
dataset/images\360.jpg,INDIAN HAND FAN,15,30,12,2017.0,360
dataset/images\361.jpg,INDIAN HAND FAN,15,30,12,2017.0,361
dataset/images\362.jpg,INDIAN HAND FAN,15,30,12,2017.0,362
dataset/images\363.jpg,INDIAN HAND FAN,15,30,12,2017.0,363
dataset/images\364.jpg,INDIAN HAND FAN,15,30,12,2017.0,364
dataset/images\365.jpg,INDIAN HAND FAN,15,30,12,2017.0,365
dataset/images\366.jpg,INDIAN HAND FAN,15,30,12,2017.0,366
dataset/images\367.jpg,INDIAN HAND FAN,15,30,12,2017.0,367
dataset/images\368.jpg,INDIAN HAND FAN,15,30,12,2017.0,368
dataset/images\369.jpg,INDIAN HAND FAN,15,30,12,2017.0,369
dataset/images\370.jpg,India – Papua New Guinea : Joint Issue,25,30,12,2017.0,370
dataset/images\371.jpg,India – Papua New Guinea : Joint Issue,25,30,12,2017.0,371
dataset/images\372.jpg,India – Papua New Guinea : Joint Issue,5,30,12,2017.0,372
dataset/images\373.jpg,India – Papua New Guinea : Joint Issue,5,30,12,2017.0,373
dataset/images\374.jpg,Dadabhai Naoroji,5,29,12,2017.0,374
dataset/images\375.jpg,Stepwells,5,29,12,2017.0,375
dataset/images\376.jpg,Stepwells,15,29,12,2017.0,376
dataset/images\377.jpg,Stepwells,5,29,12,2017.0,377
dataset/images\378.jpg,Stepwells,5,29,12,2017.0,378
dataset/images\379.jpg,Stepwells,5,29,12,2017.0,379
dataset/images\380.jpg,Stepwells,15,29,12,2017.0,380
dataset/images\381.jpg,Stepwells,15,29,12,2017.0,381
dataset/images\382.jpg,Stepwells,5,29,12,2017.0,382
dataset/images\383.jpg,Stepwells,15,29,12,2017.0,383
dataset/images\384.jpg,Stepwells,15,29,12,2017.0,384
dataset/images\385.jpg,Stepwells,15,29,12,2017.0,385
dataset/images\386.jpg,Stepwells,5,29,12,2017.0,386
dataset/images\387.jpg,Stepwells,5,29,12,2017.0,387
dataset/images\388.jpg,Stepwells,5,29,12,2017.0,388
dataset/images\389.jpg,Stepwells,15,29,12,2017.0,389
dataset/images\390.jpg,Stepwells,15,29,12,2017.0,390
dataset/images\391.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/images\392.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/images\393.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/images\394.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/images\395.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/images\396.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/images\397.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/images\398.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/images\399.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/images\400.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/images\401.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/images\402.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/images\403.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/images\404.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/images\405.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/images\406.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/images\407.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/images\408.jpg,MAHABHARAT,15,27,11,2017.0,408
dataset/images\409.jpg,MAHABHARAT,15,27,11,2017.0,409
dataset/images\410.jpg,MAHABHARAT,15,27,11,2017.0,410
dataset/images\411.jpg,MAHABHARAT,15,27,11,2017.0,411
dataset/images\412.jpg,MAHABHARAT,10,27,11,2017.0,412
dataset/images\413.jpg,NEST,15,14,11,2017.0,413
dataset/images\414.jpg,NEST,15,14,11,2017.0,414
dataset/images\415.jpg,INDIAN CUISINE,5,3,11,2017.0,415
dataset/images\416.jpg,INDIAN CUISINE,5,3,11,2017.0,416
dataset/images\417.jpg,INDIAN CUISINE,5,3,11,2017.0,417
dataset/images\418.jpg,INDIAN CUISINE,5,3,11,2017.0,418
dataset/images\419.jpg,INDIAN CUISINE,5,3,11,2017.0,419
dataset/images\420.jpg,INDIAN CUISINE,5,3,11,2017.0,420
dataset/images\421.jpg,INDIAN CUISINE,5,3,11,2017.0,421
dataset/images\422.jpg,INDIAN CUISINE,5,3,11,2017.0,422
dataset/images\423.jpg,INDIAN CUISINE,5,3,11,2017.0,423
dataset/images\424.jpg,INDIAN CUISINE,5,3,11,2017.0,424
dataset/images\425.jpg,INDIAN CUISINE,5,3,11,2017.0,425
dataset/images\426.jpg,INDIAN CUISINE,5,3,11,2017.0,426
dataset/images\427.jpg,INDIAN CUISINE,5,3,11,2017.0,427
dataset/images\428.jpg,INDIAN CUISINE,5,3,11,2017.0,428
dataset/images\429.jpg,INDIAN CUISINE,5,3,11,2017.0,429
dataset/images\430.jpg,INDIAN CUISINE,5,3,11,2017.0,430
dataset/images\431.jpg,INDIAN CUISINE,5,3,11,2017.0,431
dataset/images\432.jpg,INDIAN CUISINE,5,3,11,2017.0,432
dataset/images\433.jpg,INDIAN CUISINE,5,3,11,2017.0,433
dataset/images\434.jpg,INDIAN CUISINE,5,3,11,2017.0,434
dataset/images\435.jpg,INDIAN CUISINE,5,3,11,2017.0,435
dataset/images\436.jpg,INDIAN CUISINE,5,3,11,2017.0,436
dataset/images\437.jpg,INDIAN CUISINE,5,3,11,2017.0,437
dataset/images\438.jpg,INDIAN CUISINE,5,3,11,2017.0,438
dataset/images\439.jpg,Bhimeswara Temple,5,1,11,2017.0,439
dataset/images\440.jpg,nannaya,5,1,11,2017.0,440
dataset/images\441.jpg,Kavi Muddana,5,1,11,2017.0,441
dataset/images\442.jpg,NANAJI DESHMUKH,5,11,10,2017.0,442
dataset/images\443.jpg,India Russia-Joint Issue,25,26,10,2017.0,443
dataset/images\444.jpg,India Russia-Joint Issue,5,26,10,2017.0,444
dataset/images\445.jpg,3 KUMAON (RIFLES),5,23,10,2017.0,445
dataset/images\446.jpg,Chhatrapati Shivaji International Airport,15,15,10,2017.0,446
dataset/images\447.jpg,Chhatrapati Shivaji International Airport,5,15,10,2017.0,447
dataset/images\448.jpg,RAPID ACTION FORCE,5,7,10,2017.0,448
dataset/images\449.jpg,RAMAYANA,5,22,9,2017.0,449
dataset/images\450.jpg,RAMAYANA,5,22,9,2017.0,450
dataset/images\451.jpg,RAMAYANA,5,22,9,2017.0,451
dataset/images\452.jpg,RAMAYANA,5,22,9,2017.0,452
dataset/images\453.jpg,RAMAYANA,5,22,9,2017.0,453
dataset/images\454.jpg,RAMAYANA,15,22,9,2017.0,454
dataset/images\455.jpg,RAMAYANA,5,22,9,2017.0,455
dataset/images\456.jpg,RAMAYANA,5,22,9,2017.0,456
dataset/images\457.jpg,RAMAYANA,5,22,9,2017.0,457
dataset/images\458.jpg,RAMAYANA,5,22,9,2017.0,458
dataset/images\459.jpg,RAMAYANA,5,22,9,2017.0,459
dataset/images\460.jpg,DIWALI INDIA CANADA: JOINT ISSUE,5,21,9,2017.0,460
dataset/images\461.jpg,DIWALI INDIA CANADA: JOINT ISSUE,25,21,9,2017.0,461
dataset/images\462.jpg,Vulnerable Birds,5,18,9,2017.0,462
dataset/images\463.jpg,Vulnerable Birds,5,18,9,2017.0,463
dataset/images\464.jpg,Vulnerable Birds,5,18,9,2017.0,464
dataset/images\465.jpg,25th Anniversary of India - Belarus Relationship,25,12,9,2017.0,465
dataset/images\466.jpg,Caves of Meghalaya,5,15,8,2017.0,466
dataset/images\467.jpg,Caves of Meghalaya,5,15,8,2017.0,467
dataset/images\468.jpg,Caves of Meghalaya,5,15,8,2017.0,468
dataset/images\469.jpg,Caves of Meghalaya,5,15,8,2017.0,469
dataset/images\470.jpg,BEAUTIFUL INDIA,15,15,8,2017.0,470
dataset/images\471.jpg,BEAUTIFUL INDIA,15,15,8,2017.0,471
dataset/images\472.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,472
dataset/images\473.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,473
dataset/images\474.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,474
dataset/images\475.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,475
dataset/images\476.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,476
dataset/images\477.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,477
dataset/images\478.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,478
dataset/images\479.jpg,1942 FREEDOM MOVEMENT,5,9,8,2017.0,479
dataset/images\480.jpg,Shrimad Rajchandraji,5,29,6,2017.0,480
dataset/images\481.jpg,Banaras Hindu University,15,28,6,2017.0,481
dataset/images\482.jpg,"The Passports Act, 1967",25,22,6,2017.0,482
dataset/images\483.jpg,Survey of India,15,22,6,2017.0,483
dataset/images\484.jpg,Survey of India,5,22,6,2017.0,484
dataset/images\485.jpg,Jhala Manna,5,18,6,2017.0,485
dataset/images\486.jpg,prof. Balwant Gargi,10,31,5,2017.0,486
dataset/images\487.jpg,Pandit Shrilal Shukla,10,31,5,2017.0,487
dataset/images\488.jpg,Krishan Chander,10,31,5,2017.0,488
dataset/images\489.jpg,K.V.Puttappa,10,31,5,2017.0,489
dataset/images\490.jpg,Bhisham Sahni,10,31,5,2017.0,490
dataset/images\491.jpg,SHRI HANAGAL KUMARASWAMIJI,5,19,5,2017.0,491
dataset/images\492.jpg,CHAMPARAN SATYAGRAHA CENTENARY,25,13,5,2017.0,492
dataset/images\493.jpg,CHAMPARAN SATYAGRAHA CENTENARY,10,13,5,2017.0,493
dataset/images\494.jpg,CHAMPARAN SATYAGRAHA CENTENARY,5,13,5,2017.0,494
dataset/images\495.jpg,TRAI,5,5,5,2017.0,495
dataset/images\496.jpg,Ramanujacharya,25,1,5,2017.0,496
dataset/images\497.jpg,Tarigonda Vengamamba,5,26,4,2017.0,497
dataset/images\498.jpg,Viswanatha Satyanarayana,5,26,4,2017.0,498
dataset/images\499.jpg,Aatukuri Molla,5,26,4,2017.0,499
dataset/images\500.jpg,COFFEE,100,23,4,2017.0,500
dataset/images\501.jpg,Bharat Ratna B R Ambedkar Institute of Telecom Trg,15,22,4,2017.0,501
dataset/images\502.jpg,Deekshabhoomi,5,14,4,2017.0,502
dataset/images\503.jpg,Deekshabhoomi,5,14,4,2017.0,503
dataset/images\504.jpg,Cub Scouts,5,30,3,2017.0,504
dataset/images\505.jpg,Means of Transport,5,25,3,2017.0,505
dataset/images\506.jpg,Means of Transport,10,25,3,2017.0,506
dataset/images\507.jpg,Means of Transport,15,25,3,2017.0,507
dataset/images\508.jpg,Means of Transport,25,25,3,2017.0,508
dataset/images\509.jpg,Means of Transport,5,25,3,2017.0,509
dataset/images\510.jpg,Means of Transport,10,25,3,2017.0,510
dataset/images\511.jpg,Means of Transport,15,25,3,2017.0,511
dataset/images\512.jpg,Means of Transport,25,25,3,2017.0,512
dataset/images\513.jpg,Means of Transport,5,25,3,2017.0,513
dataset/images\514.jpg,Means of Transport,10,25,3,2017.0,514
dataset/images\515.jpg,Means of Transport,15,25,3,2017.0,515
dataset/images\516.jpg,Means of Transport,25,25,3,2017.0,516
dataset/images\517.jpg,Means of Transport,5,25,3,2017.0,517
dataset/images\518.jpg,Means of Transport,10,25,3,2017.0,518
dataset/images\519.jpg,Means of Transport,15,25,3,2017.0,519
dataset/images\520.jpg,Means of Transport,25,25,3,2017.0,520
dataset/images\521.jpg,Means of Transport,5,25,3,2017.0,521
dataset/images\522.jpg,Means of Transport,10,25,3,2017.0,522
dataset/images\523.jpg,Means of Transport,15,25,3,2017.0,523
dataset/images\524.jpg,Means of Transport,25,25,3,2017.0,524
dataset/images\525.jpg,Yogoda Satsanga Society of India,5,27,3,2017.0,525
dataset/images\526.jpg,Ladybird Beetle,15,23,2,2017.0,526
dataset/images\527.jpg,Ladybird Beetle,15,23,2,2017.0,527
dataset/images\528.jpg,Ladybird Beetle,5,23,2,2017.0,528
dataset/images\529.jpg,Ladybird Beetle,5,23,2,2017.0,529
dataset/images\530.jpg,Ramjas College,5,13,2,2017.0,530
dataset/images\531.jpg,Poona Horse,5,11,2,2017.0,531
dataset/images\532.jpg,HeadGears,10,10,2,2017.0,532
dataset/images\533.jpg,HeadGears,10,10,2,2017.0,533
dataset/images\534.jpg,HeadGears,10,10,2,2017.0,534
dataset/images\535.jpg,HeadGears,10,10,2,2017.0,535
dataset/images\536.jpg,HeadGears,10,10,2,2017.0,536
dataset/images\537.jpg,HeadGears,10,10,2,2017.0,537
dataset/images\538.jpg,HeadGears,10,10,2,2017.0,538
dataset/images\539.jpg,HeadGears,10,10,2,2017.0,539
dataset/images\540.jpg,HeadGears,10,10,2,2017.0,540
dataset/images\541.jpg,HeadGears,10,10,2,2017.0,541
dataset/images\542.jpg,HeadGears,10,10,2,2017.0,542
dataset/images\543.jpg,HeadGears,10,10,2,2017.0,543
dataset/images\544.jpg,HeadGears,10,10,2,2017.0,544
dataset/images\545.jpg,HeadGears,10,10,2,2017.0,545
dataset/images\546.jpg,HeadGears,10,10,2,2017.0,546
dataset/images\547.jpg,HeadGears,10,10,2,2017.0,547
dataset/images\548.jpg,INDIA POST PAYMENTS BANK,5,30,1,2017.0,548
dataset/images\549.jpg,Nature: India,5,25,1,2017.0,549
dataset/images\550.jpg,Nature: India,5,25,1,2017.0,550
dataset/images\551.jpg,Nature: India,5,25,1,2017.0,551
dataset/images\552.jpg,Nature: India,5,25,1,2017.0,552
dataset/images\553.jpg,Nature: India,5,25,1,2017.0,553
dataset/images\554.jpg,Nature: India,5,25,1,2017.0,554
dataset/images\555.jpg,Dr. M. G. Ramachandran,15,17,1,2017.0,555
dataset/images\556.jpg,India - Portugal : Joint Issue,5,7,1,2017.0,556
dataset/images\557.jpg,India - Portugal : Joint Issue,25,7,1,2017.0,557
dataset/images\558.jpg,350th Prakash Utsav: Guru Gobind Singh,10,5,1,2017.0,558
dataset/images\559.jpg,Happy New Year,25,1,1,2017.0,559
dataset/images\560.jpg,Happy New Year,25,1,1,2017.0,560
dataset/images\561.jpg,Happy New Year,25,1,1,2017.0,561
dataset/images\562.jpg,Happy New Year,25,1,1,2017.0,562
dataset/images\563.jpg,Happy New Year,25,1,1,2017.0,563
dataset/images\564.jpg,Happy New Year,25,1,1,2017.0,564
dataset/images\565.jpg,Happy New Year,25,1,1,2017.0,565
dataset/images\566.jpg,Happy New Year,25,1,1,2017.0,566
dataset/images\567.jpg,Happy New Year,25,1,1,2017.0,567
dataset/images\568.jpg,Happy New Year,25,1,1,2017.0,568
dataset/images\569.jpg,Happy New Year,25,1,1,2017.0,569
dataset/images\570.jpg,Happy New Year,25,1,1,2017.0,570
dataset/images\571.jpg,Legendary Singers,5,30,12,2016.0,571
dataset/images\572.jpg,Legendary Singers,5,30,12,2016.0,572
dataset/images\573.jpg,Legendary Singers,5,30,12,2016.0,573
dataset/images\574.jpg,Legendary Singers,5,30,12,2016.0,574
dataset/images\575.jpg,Legendary Singers,5,30,12,2016.0,575
dataset/images\576.jpg,Legendary Singers,5,30,12,2016.0,576
dataset/images\577.jpg,Legendary Singers,5,30,12,2016.0,577
dataset/images\578.jpg,Legendary Singers,5,30,12,2016.0,578
dataset/images\579.jpg,Legendary Singers,5,30,12,2016.0,579
dataset/images\580.jpg,Legendary Singers,5,30,12,2016.0,580
dataset/images\581.jpg,Deendayal Upadhyaya,10,29,12,2016.0,581
dataset/images\582.jpg,Personality Series: Bihar,5,26,12,2016.0,582
dataset/images\583.jpg,Personality Series: Bihar,5,26,12,2016.0,583
dataset/images\584.jpg,Personality Series: Bihar,5,26,12,2016.0,584
dataset/images\585.jpg,Personality Series: Bihar,5,26,12,2016.0,585
dataset/images\586.jpg,Personality Series: Bihar,5,26,12,2016.0,586
dataset/images\587.jpg,Personality Series: Bihar,5,26,12,2016.0,587
dataset/images\588.jpg,Personality Series: Bihar,5,26,12,2016.0,588
dataset/images\589.jpg,Personality Series: Bihar,5,26,12,2016.0,589
dataset/images\590.jpg,Hardayal stamp,5,26,12,2016.0,590
dataset/images\591.jpg,Season's Greetings,10,23,12,2016.0,591
dataset/images\592.jpg,Season's Greetings,20,23,12,2016.0,592
dataset/images\593.jpg,Samrat Vikramadittya,5,22,12,2016.0,593
dataset/images\594.jpg,Acharya Vimal Sagar,5,14,12,2016.0,594
dataset/images\595.jpg,Pramukh Swami Maharaj,5,7,12,2016.0,595
dataset/images\596.jpg,Akshardham Temple,15,7,12,2016.0,596
dataset/images\597.jpg,Exotic Birds,15,5,12,2016.0,597
dataset/images\598.jpg,Exotic Birds,10,5,12,2016.0,598
dataset/images\599.jpg,Exotic Birds,5,5,12,2016.0,599
dataset/images\600.jpg,Exotic Birds,15,5,12,2016.0,600
dataset/images\601.jpg,Exotic Birds,5,5,12,2016.0,601
dataset/images\602.jpg,Exotic Birds,10,5,12,2016.0,602
dataset/images\603.jpg,Third Battalion The Garhwal Rifles,5,19,11,2016.0,603
dataset/images\604.jpg,Picnic,15,14,11,2016.0,604
dataset/images\605.jpg,Picnic,15,14,11,2016.0,605
dataset/images\606.jpg,50th Anniversary of Haryana,5,1,11,2016.0,606
dataset/images\607.jpg,National Unity Day Salute to the Unifier of India,10,31,10,2016.0,607
dataset/images\608.jpg,Varanasi City,5,24,10,2016.0,608
dataset/images\609.jpg,Series 1: Near Threatened Birds,15,17,10,2016.0,609
dataset/images\610.jpg,Series 1: Near Threatened Birds,25,17,10,2016.0,610
dataset/images\611.jpg,Series 1: Near Threatened Birds,10,17,10,2016.0,611
dataset/images\612.jpg,Series 1: Near Threatened Birds,5,17,10,2016.0,612
dataset/images\613.jpg,Induction of C-130,5,6,10,2016.0,613
dataset/images\614.jpg,Central Water And Power Research Station,5,4,10,2016.0,614
dataset/images\615.jpg,Swachh Bharat,25,2,10,2016.0,615
dataset/images\616.jpg,Swachh Bharat,5,2,10,2016.0,616
dataset/images\617.jpg,Lady Hardinge Medical College,5,23,9,2016.0,617
dataset/images\618.jpg,Saint Teresa,50,4,9,2016.0,618
dataset/images\619.jpg,Jagadguru Sri Shivarathri Rajendra Swamy,5,27,8,2016.0,619
dataset/images\620.jpg,Indian Metal Crafts,15,26,8,2016.0,620
dataset/images\621.jpg,Indian Metal Crafts,25,26,8,2016.0,621
dataset/images\622.jpg,Indian Metal Crafts,25,26,8,2016.0,622
dataset/images\623.jpg,Indian Metal Crafts,15,26,8,2016.0,623
dataset/images\624.jpg,Indian Metal Crafts,5,26,8,2016.0,624
dataset/images\625.jpg,Indian Metal Crafts,5,26,8,2016.0,625
dataset/images\626.jpg,Tourism in India,25,15,8,2016.0,626
dataset/images\627.jpg,Orchids,25,8,8,2016.0,627
dataset/images\628.jpg,Orchids,15,8,8,2016.0,628
dataset/images\629.jpg,Orchids,5,8,8,2016.0,629
dataset/images\630.jpg,Orchids,25,8,8,2016.0,630
dataset/images\631.jpg,Orchids,15,8,8,2016.0,631
dataset/images\632.jpg,Orchids,5,8,8,2016.0,632
dataset/images\633.jpg,Olympic Games Rio,5,5,8,2016.0,633
dataset/images\634.jpg,Olympic Games Rio,25,5,8,2016.0,634
dataset/images\635.jpg,Olympic Games Rio,25,5,8,2016.0,635
dataset/images\636.jpg,Olympic Games Rio,5,5,8,2016.0,636
dataset/images\637.jpg,Tadoba-Andhari National Park,25,29,7,2016.0,637
dataset/images\638.jpg,Tadoba-Andhari National Park,5,29,7,2016.0,638
dataset/images\639.jpg,BSE,5,9,7,2016.0,639
dataset/images\640.jpg,SURYA NAMASKAR,25,20,6,2016.0,640
dataset/images\641.jpg,SURYA NAMASKAR,25,20,6,2016.0,641
dataset/images\642.jpg,SURYA NAMASKAR,25,20,6,2016.0,642
dataset/images\643.jpg,SURYA NAMASKAR,25,20,6,2016.0,643
dataset/images\644.jpg,SURYA NAMASKAR,25,20,6,2016.0,644
dataset/images\645.jpg,SURYA NAMASKAR,25,20,6,2016.0,645
dataset/images\646.jpg,SURYA NAMASKAR,5,20,6,2016.0,646
dataset/images\647.jpg,SURYA NAMASKAR,5,20,6,2016.0,647
dataset/images\648.jpg,SURYA NAMASKAR,5,20,6,2016.0,648
dataset/images\649.jpg,SURYA NAMASKAR,5,20,6,2016.0,649
dataset/images\650.jpg,SURYA NAMASKAR,5,20,6,2016.0,650
dataset/images\651.jpg,SURYA NAMASKAR,5,20,6,2016.0,651
dataset/images\652.jpg,TATA POWER,5,10,6,2016.0,652
dataset/images\653.jpg,Swami Chidananda,5,21,5,2016.0,653
dataset/images\654.jpg,Govardhanram Tripathi,5,27,4,2016.0,654
dataset/images\655.jpg,FIRE SERVICES OF INDIA,5,14,4,2016.0,655
dataset/images\656.jpg,Allahabad High Court,15,13,3,2016.0,656
dataset/images\657.jpg,Allahabad High Court- Lucknow Bench,5,13,3,2016.0,657
dataset/images\658.jpg,National Archives of India,5,11,3,2016.0,658
dataset/images\659.jpg,INDIA-UN Women HeForShe,5.00 and 25.00,8,3,2016.0,659
dataset/images\660.jpg,VASANTRAO SRINIVASSA SINAI DEMPO,5,4,3,2016.0,660
dataset/images\661.jpg,INTERNATIONAL FLEET REVIEW,5,6,2,2016.0,661
dataset/images\662.jpg,VIBRANT INDIA,25,25,1,2016.0,662
dataset/images\663.jpg,INCOME TAX APPELLATE TRIBUNAL,5,24,1,2016.0,663
dataset/images\664.jpg,INSTITUTE FOR DEFENCE STUDIES AND ANALYSES,5,30,12,2015.0,664
dataset/images\665.jpg,Alagumuthu Kone,5,26,12,2015.0,665
dataset/images\666.jpg,Sumitranandan Pant,5,23,12,2015.0,666
dataset/images\667.jpg,Zoological Survey of India (ZSI),25,3,12,2015.0,667
dataset/images\668.jpg,Zoological Survey of India (ZSI),5,3,12,2015.0,668
dataset/images\669.jpg,EEPC India,5,24,11,2015.0,669
dataset/images\670.jpg,India-Singapore: Joint Issue,5,24,11,2015.0,670
dataset/images\671.jpg,India-Singapore: Joint Issue,25,24,11,2015.0,671
dataset/images\672.jpg,BHEL,5,16,11,2015.0,672
dataset/images\673.jpg,Children's Day,25,14,11,2015.0,673
dataset/images\674.jpg,Children's Day,5,14,11,2015.0,674
dataset/images\675.jpg,THIRD GORKHA RIFLES,5,2,11,2015.0,675
dataset/images\676.jpg,FIRST GORKHA RIFLES,5,2,11,2015.0,676
dataset/images\677.jpg,3rd India Africa Forum Summit,5,29,10,2015.0,677
dataset/images\678.jpg,3rd India Africa Forum Summit,5,29,10,2015.0,678
dataset/images\679.jpg,3rd India Africa Forum Summit,5,29,10,2015.0,679
dataset/images\680.jpg,3rd India Africa Forum Summit,25,29,10,2015.0,680
dataset/images\681.jpg,3rd India Africa Forum Summit,25,29,10,2015.0,681
dataset/images\682.jpg,3rd India Africa Forum Summit,5,29,10,2015.0,682
dataset/images\683.jpg,Border Security Force,5,21,10,2015.0,683
dataset/images\684.jpg,Peti Charkha,5,15,10,2015.0,684
dataset/images\685.jpg,Bardoli Charka,5,15,10,2015.0,685
